line,station_name,latitude,longitude
4호선,남태령,37.463873,126.989134
4호선,사당,37.47653,126.981685
4호선,총신대입구(이수),37.486263,126.981989
4호선,동작(현충원),37.502971,126.979306
4호선,이촌(국립중앙박물관),37.522272,126.974345
4호선,신용산,37.52917,126.967894
4호선,삼각지,37.534777,126.97311
4호선,숙대입구(갈월),37.54456,126.972106
4호선,서울역,37.554648,126.972559
4호선,회현(남대문시장),37.558514,126.978246
4호선,명동,37.560989,126.986325
4호선,충무로,37.561243,126.99428
4호선,동대문역사문화공원,37.565138,127.007896
4호선,동대문,37.57142,127.009745
4호선,혜화,37.582336,127.001844
4호선,한성대입구(삼선교),37.588458,127.006221
4호선,성신여대입구(돈암),37.592624,127.016403
4호선,길음,37.603407,127.025053
4호선,미아사거리,37.613292,127.030053
4호선,미아(서울사이버대학),37.62667,127.025983
4호선,수유(강북구청),37.638052,127.025732
4호선,쌍문,37.648627,127.034709
4호선,창동,37.653166,127.047731
4호선,노원,37.655128,127.061368
4호선,상계,37.660878,127.073572
4호선,당고개,37.670272,127.079066
3호선,오금,37.502162,127.128111
3호선,경찰병원,37.495918,127.12454
3호선,가락시장,37.492522,127.118234
3호선,수서,37.487371,127.10188
3호선,일원,37.483681,127.08439
3호선,대청,37.493514,127.079532
3호선,학여울,37.496663,127.070594
3호선,대치,37.494612,127.063642
3호선,도곡,37.490858,127.055381
3호선,매봉,37.486947,127.046769
3호선,양재(서초구청),37.484147,127.034631
3호선,남부터미널(예술의전당),37.485013,127.016189
3호선,교대(법원.검찰청),37.493415,127.01408
3호선,고속터미널,37.50481,127.004943
3호선,잠원,37.512759,127.01122
3호선,신사,37.516334,127.020114
3호선,압구정,37.527072,127.028461
3호선,옥수,37.540685,127.017965
3호선,금호,37.548034,127.015872
3호선,약수,37.55434,127.010655
3호선,동대입구,37.559052,127.005602
3호선,충무로,37.561243,126.99428
3호선,을지로3가,37.566295,126.99191
3호선,종로3가,37.571607,126.991806
3호선,안국,37.576477,126.985443
3호선,경복궁(정부서울청사),37.575762,126.97353
3호선,독립문,37.574571,126.957748
3호선,무악재,37.582299,126.950291
3호선,홍제,37.589066,126.943736
3호선,녹번,37.600927,126.935756
3호선,불광,37.610469,126.929887
3호선,연신내,37.619001,126.921008
3호선,구파발,37.636763,126.918821
3호선,지축,37.648048,126.913951
5호선,하남검단산,37.53972,127.22345
5호선,하남시청(덕풍-신장),37.54205,127.20612
5호선,하남풍산,37.552034,127.203864
5호선,미사,37.560927,127.193877
5호선,강일,37.55749,127.17593
5호선,마천,37.49499,127.152781
5호선,거여,37.493105,127.14415
5호선,개롱,37.498079,127.13482
5호선,오금,37.502057,127.127938
5호선,방이,37.508857,127.126133
5호선,올림픽공원(한국체대),37.516201,127.130923
5호선,둔촌동,37.527788,127.136248
5호선,상일동,37.556712,127.166417
5호선,고덕,37.555004,127.154151
5호선,명일,37.55137,127.143999
5호선,굽은다리(강동구민회관앞),37.545477,127.142853
5호선,길동,37.537801,127.140004
5호선,강동,37.535804,127.132481
5호선,천호(풍납토성),37.53864,127.123308
5호선,광나루(장신대),37.545303,127.10357
5호선,아차산(어린이대공원후문),37.551691,127.089761
5호선,군자(능동),37.557088,127.079577
5호선,장한평,37.56144,127.064623
5호선,답십리,37.566747,127.052704
5호선,마장,37.5661,127.042973
5호선,왕십리(성동구청),37.56184,127.037059
5호선,행당,37.557322,127.029476
5호선,신금호,37.554548,127.020331
5호선,청구,37.560276,127.013639
5호선,동대문역사문화공원,37.564665,127.005353
5호선,을지로4가,37.567352,126.998032
5호선,종로3가,37.57254,126.990305
5호선,광화문(세종문화회관),37.571525,126.97717
5호선,서대문,37.565773,126.966641
5호선,충정로(경기대입구),37.560236,126.9629
5호선,애오개,37.553736,126.95682
5호선,공덕,37.544431,126.951372
5호선,마포,37.539574,126.945932
5호선,여의나루,37.527098,126.932901
5호선,여의도,37.521747,126.924357
5호선,신길,37.517623,126.914839
5호선,영등포시장,37.522669,126.905139
5호선,영등포구청,37.5242,126.89503
5호선,양평,37.525569,126.886129
5호선,오목교(목동운동장앞),37.524496,126.875181
5호선,목동,37.526065,126.864931
5호선,신정(은행정),37.524997,126.856191
5호선,까치산,37.531768,126.846683
5호선,화곡,37.541513,126.840461
5호선,우장산,37.548768,126.836318
5호선,발산,37.558598,126.837668
5호선,마곡,37.560183,126.825448
5호선,송정,37.561184,126.811973
5호선,김포공항,37.562384,126.801292
5호선,개화산,37.572399,126.806171
5호선,방화,37.577446,126.812741
2호선,용두(동대문구청),37.574028,127.038091
2호선,신정네거리,37.520074,126.852912
2호선,양천구청,37.512398,126.865819
2호선,도림천,37.514287,126.882768
2호선,신설동,37.575297,127.025087
2호선,신답,37.57004,127.046481
2호선,용답,37.561904,127.050899
2호선,충정로(경기대입구),37.559973,126.963672
2호선,아현,37.557345,126.956141
2호선,이대,37.556733,126.946013
2호선,신촌,37.555134,126.936893
2호선,홍대입구,37.557192,126.925381
2호선,합정,37.549463,126.913739
2호선,당산,37.53438,126.902281
2호선,영등포구청,37.52497,126.895951
2호선,문래,37.517933,126.89476
2호선,신도림,37.508725,126.891295
2호선,대림(구로구청),37.49297,126.895801
